BIOBASE accession	HGNC	Illumina	
GN000163576	ZNRF2	0000430538;ILMN_1769503;ILMN_3307997	
GN000085418	IL34	0002650102;ILMN_1713686	
GN000003777	OS9	0006660601;ILMN_2361807;ILMN_1674254	
GN000083381	C10orf35	0006620605;ILMN_1662470	
GN000089148	KRTAP11-1	0000940673;ILMN_1798206	
GN000158727	HS2ST1	0006220020;ILMN_1738987	
GN000297053	RPS4XP21	0003190132;ILMN_3200484	
GN000010199	ARF4	0005080138;ILMN_1719518;ILMN_1723884	
GN000000691	MGST1	0003450093;0002470039;0003710731;0000520519;ILMN_1803033;ILMN_2355168;ILMN_1687387;ILMN_1781952;ILMN_1694849	
GN000063948	PRX	0002030050;0001500711;ILMN_1805149;ILMN_1786648;ILMN_2405348	
GN000156257	ACTL8	0006420204;ILMN_1704078	
GN000162420	HHIPL1	0001500324;ILMN_1657972	
GN000043753	CADM4	0000110167;ILMN_1812096;ILMN_1688561	
GN000001011	ZNF22	ILMN_2117904;ILMN_1798533	
GN000162791	WBSCR22	0005670497;ILMN_1697348	
GN000001664	ZBTB20	0004610019;ILMN_3278245;ILMN_1689456;ILMN_1665293	
GN000162754	SETD4	0005910341;ILMN_1737376;ILMN_1751075	
GN000158168	RPS21	ILMN_1800573	
GN000078231	DDI2	0101780168;0002370152;0005340022;ILMN_1726704;ILMN_1900661;ILMN_1775861	
GN000051130	VEGFB	0002850100;ILMN_1726981;ILMN_1772274;ILMN_1801814;ILMN_1722855	
GN000618540	DEFB104B	0003170593;ILMN_2177234;ILMN_1725401	
GN000004309	NR1I3	0005080692;ILMN_1684106	
GN000043266	ITPA	0000050692;ILMN_1718334;ILMN_2407482	
GN000157692	GLUL	0001400088;ILMN_1653496;ILMN_1678881;ILMN_1867511;ILMN_2269977;ILMN_1765208	
GN000117751	SPANXN3	0002120603;ILMN_1691953	
GN000165234	BLID	ILMN_1807331	
GN000003447	EDNRB	0000360022;0006900451;0006900687;0003830494;ILMN_2264916;ILMN_1751904;ILMN_1675100	
GN000080318	TEKT1	0005550010;ILMN_1654570	
GN000043857	OR2J2	ILMN_2227377;ILMN_1716894	
GN000092106	LONRF2	0101400121;0004210332;ILMN_1820389;ILMN_1751016	
GN000158300	TM7SF2	0004540154;ILMN_1690040;ILMN_2077094	
GN000080203	TSGA13	0004200114;ILMN_1758790	
GN000050119	ISLR	0004570239;0003060575;ILMN_1747593;ILMN_1673609;ILMN_1711009	
GN000156494	TLE4	0000050433;ILMN_2103761;ILMN_1696704	
GN000010362	SRSF7	0004280026;ILMN_1778836	
GN000162620	DOCK7	ILMN_2152387	
GN000199082	CIDECP	ILMN_2170080;ILMN_1802185	
GN000076321	PDZD3	0000840288;ILMN_1722869;ILMN_1680264	
GN000087661	LINC00471	0101400600;0001660301;ILMN_1760352;ILMN_2195099	
GN000077937	CACNG6	0001190279;0002370707;ILMN_1779043;ILMN_1809676;ILMN_2356441	
GN000063810	NYNRIN	0002340358;ILMN_3265505;ILMN_3236858	
GN000058185	FRMD4B	0000780017;ILMN_1697945;ILMN_1746420;ILMN_1700143;ILMN_1663948	
GN000617173	RAD54B	0001410706;0006100017;0003190280;ILMN_1722127;ILMN_1711339;ILMN_1669745	
GN000063784	USP31	0005910180;ILMN_1661156	
GN000872733	ZNF664	0005290390;ILMN_1802170;ILMN_1670640;ILMN_1884002	
GN000162422	MAML2	0007040270;ILMN_1765729	
GN000164757	ZBTB8OS	ILMN_1660868	
GN000050259	MAGEA5	0000450451;ILMN_1750777	
GN000062323	KLK15	0004570577;ILMN_2347097;ILMN_2260715;ILMN_1729482	
GN000076286	C12orf49	0002940341;ILMN_1712199;ILMN_2161556	
GN000002222	MRPS25	0003190411;ILMN_1798826	
GN000302832	MIR583	ILMN_3308200	
GN000051672	RAB11B	0001940017;ILMN_1731135	
GN000157449	SCARB2	0107050400;0004060270;ILMN_1814726	
GN000003709	EMD	0004230397;ILMN_1801421	
GN000010252	OTX2	0001660092;0001660458;ILMN_1688075;ILMN_2323465;ILMN_1722959	
GN000613533	HSBP1L1	ILMN_1690909	
GN000162180	SFXN3	0106550347;ILMN_1662910;ILMN_1756338	
GN000001842	RASL12	0004730494;ILMN_1806403	
GN000160130	OCIAD1	0006450739;ILMN_1799604;ILMN_1749879;ILMN_2330495	
GN000001559	GGA3	0002570280;0005550575;ILMN_1675982;ILMN_1751135;ILMN_2402972	
GN000005380	NTF3	0002630100;ILMN_1809364	
GN000158400	ZNF195	0000510433;ILMN_1656229;ILMN_1773252;ILMN_1688515	
GN000159819	CYB5R4	ILMN_1774937;ILMN_1659147;ILMN_1688158;ILMN_3278004;ILMN_3201523	
GN000162005	PQLC1	0004920170;ILMN_1798620	
GN000872720	LIG3	0006510093;0001780731;0001240039;ILMN_1694582;ILMN_2373335;ILMN_1775738;ILMN_1660582	
GN000158441	SSPN	0005390520;ILMN_1775486	
GN000000648	KCNC3	0005720170;ILMN_1747613	
GN000007847	ZNF398	0002350026;0003800368;ILMN_2344047;ILMN_1854762;ILMN_1742745;ILMN_1799717;ILMN_1903077	
GN000160182	WDR70	0002030288;ILMN_2131392;ILMN_1796454	
GN000001252	CLSTN3	0003710438;0105290524;ILMN_1734021	
GN000199066	TCAM1P	ILMN_3239922	
GN000154111	ZNF629	0003840092;ILMN_2316599;ILMN_1725364;ILMN_1810891	
GN000228527	MIR200C	ILMN_3308951;ILMN_3310346	
GN000108614	USP50	ILMN_1660536	
GN000156674	LRP8	0005690020;0003780059;ILMN_2302654;ILMN_1677765	
GN000302960	MIR1298	ILMN_3308783	
GN000004454	PKN1	0000130736;ILMN_2367710;ILMN_1662687;ILMN_2367707;ILMN_1776917;ILMN_2272120	
GN000540554	USP17L5	0002480020;ILMN_3194480;ILMN_3221852;ILMN_1726758;ILMN_3237186;ILMN_2335123;ILMN_3298585;ILMN_3298384;ILMN_1754640;ILMN_3236992;ILMN_3237089;ILMN_1684499;ILMN_1729209;ILMN_3237263	
GN000003644	ACTR2	0001740619;ILMN_1697774;ILMN_2388605	
GN000159489	UNC50	0002230064;ILMN_1766981	
GN000005222	IGFALS	0006110685;ILMN_1673488;ILMN_2188966	
GN000109293	FAM19A1	ILMN_1702199	
GN000010428	CNOT8	0001850270;ILMN_2174612;ILMN_1736068	
GN000301824	MIR324	ILMN_3309774	
GN000007384	APEX1	0004670176;0006110440;ILMN_1661886;ILMN_2319344	
GN000076292	GSTCD	0003610129;ILMN_2242068;ILMN_1722095	
GN000154388	HSF5	0003830152;ILMN_1680914;ILMN_2346836;ILMN_2346841	
GN000008036	PKP4	0001990301;0106760746;0101340673;ILMN_1749410;ILMN_1661325	
GN000001275	TOMM70A	0001170647;0104150463;ILMN_1746426	
GN000079832	TRIM47	0006420133;ILMN_1712708	
GN000161882	GRTP1	0002510452;ILMN_2142353;ILMN_1745068	
GN000156624	GM2A	0004560687;ILMN_1673325;ILMN_2221046	
GN000000686	ME2	0006770079;ILMN_1675186;ILMN_2048636	
GN000000714	MUTYH	0007000102;ILMN_2277537;ILMN_2336970	
GN000158643	ZSCAN10	0004120253;ILMN_1744398	
GN000049385	C1QC	0002970372;ILMN_1785902	
GN000001307	COL4A3BP	0002650142;0004120121;ILMN_1697677;ILMN_1680109;ILMN_2292123	
GN000163323	C15orf40	0006180390;ILMN_1835799;ILMN_1660585	
GN000000289	BCL9	ILMN_1704452	
GN000198921	FAM215A	0001450600;ILMN_3194613;ILMN_3263062	
GN000094374	METAP1D	0001450300;ILMN_1740294	
GN000003757	GNAI1	0001740484;ILMN_1742044;ILMN_2131467	
GN000124208	C20orf202	0103140070;ILMN_1790036	
GN000020657	EPX	0001450075;ILMN_1772631	
GN000061401	ACTL6B	0001090735;ILMN_1657855	
GN000156634	NAB1	0004760471;ILMN_1774617	
GN000169326	ATP6V1G2	0006020441;0003780494;ILMN_1654541;ILMN_1674778	
GN000001247	EMC2	0006380537;ILMN_1777366	
GN000062342	ZNF280C	0002810132;ILMN_1696698;ILMN_2061310	
GN000156437	SCAP	0005700167;ILMN_1677534	
GN000064710	APOBEC3G	0002510471;ILMN_1724169;ILMN_1802106;ILMN_1702706	
GN000063817	NUFIP2	0005570364;ILMN_2102693;ILMN_1765829	
GN000085318	ZNF285	0002260528;ILMN_3226449;ILMN_2107933;ILMN_1705449	
GN000000766	PAFAH2	0000840037;ILMN_1682919	
GN000614585	UBTFL1	ILMN_1677837;ILMN_3206537	
GN000050765	RDH5	0002850541;ILMN_1773395	
GN000087722	OOSP2	0002650348;ILMN_1757220	
GN000228802	IGKV1D-33	ILMN_1680274;ILMN_1771919	
GN000002096	LGALS14	0003450148;0003940504;ILMN_1698318;ILMN_2397223	
GN000302713	MIR499A	ILMN_3309619	
GN000198955	KIAA0125	0003800333;ILMN_1707491;ILMN_3187535;ILMN_1679196	
GN000005283	KLF15	0005130397;ILMN_1683133	
GN000616739	DYTN	ILMN_3244704;ILMN_1668379;ILMN_1793300	
GN000158590	HIST1H2AG	0005080484;ILMN_1686478;ILMN_2184602	
GN000614424	TMEM200C	0105890176;ILMN_1710536;ILMN_2236726	
GN000005688	BMF	0005550128;ILMN_2308338;ILMN_1695354;ILMN_1810239;ILMN_1787794	
GN000164692	TUBB8	0002340092;ILMN_1786212;ILMN_2178994	
GN000090268	LCE1D	0002630427;ILMN_1718420	
GN000162156	AMN	0000060735;ILMN_1783278;ILMN_1683901	
GN000076883	CLPTM1L	0002360026;ILMN_1752802	
GN000159317	KIFAP3	0005220025;ILMN_1697884;ILMN_2119224	
GN000160688	GPR107	ILMN_1811048	
GN000079114	KRTAP4-1	ILMN_1780326	
GN000297413	PRORSD1P	0002650402;ILMN_2275583;ILMN_1704704	
GN000000489	CRY1	0104200364;ILMN_1760593;ILMN_2202637	
GN000001982	ARHGAP17	0005390600;ILMN_1718610;ILMN_1768779;ILMN_1756693;ILMN_2398847	
GN000087954	FAAH2	0001500059;ILMN_1679158	
GN000050409	NDUFA10	0103940048;0002850239;ILMN_1791119;ILMN_1758640;ILMN_3240326	
GN000078096	MRPL41	0002190632;ILMN_1705464	
GN000303585	MIR1245A	ILMN_3308708	
GN000157893	CD99	0002190563;ILMN_1785188;ILMN_2056032	
GN000063837	STAMBPL1	0004760735;ILMN_1682799	
GN000001278	SEC24D	0005130593;ILMN_1656386	
GN000087889	CRB2	0003170538;ILMN_1681826;ILMN_1789524	
GN000614395	RNF224	ILMN_1781481	
GN000126409	ZNF260	0002100129;ILMN_1665205	
GN000006365	MYL12B	0004150600;ILMN_1654016;ILMN_1725204	
GN000165224	SLC35E4	0003830333;ILMN_1803728	
GN000007777	RPS6KA2	0004280152;ILMN_3308025;ILMN_1790801;ILMN_1702501	
GN000156657	MAPKBP1	0004590091;ILMN_1658261	
GN000162603	ARRDC1-AS1	0000360121;ILMN_1799320	
GN000082760	CCDC42	0002940725;ILMN_1685760;ILMN_2214562	
GN000058216	KIAA1033	0003390373;0003390435;ILMN_1782222	
GN000058561	KRT23	0003940605;0002760368;0006650735;ILMN_1791545;ILMN_1726409	
GN000000573	GATM	0003840400;ILMN_1820900;ILMN_1729180	
GN000007478	PKNOX1	0001990039;0000540731;ILMN_1789449;ILMN_1745365	
GN000156491	ZC3H3	ILMN_1702389	
GN000051687	PIWIL1	0000610725;ILMN_1701220	
GN000159002	MXD4	0003800546;ILMN_1756541	
GN000124514	IFIT1B	ILMN_1759155	
GN000051817	CLCA3P	0003710139;ILMN_1773681	
GN000079196	SCRT2	0002810148;ILMN_1706682	
GN000163924	PRSS35	0002570008;ILMN_1769580	
GN000052058	PDCD7	0002340148;ILMN_1772959;ILMN_2148290	
GN000003034	TLX2	0003450047;0006350520;0002940484;ILMN_1657109;ILMN_1728062;ILMN_1793016;ILMN_1775421;ILMN_1803979	
GN000008155	RCAN2	0006370022;ILMN_2120210	
GN000050652	PRELP	0007050142;ILMN_1707380;ILMN_2395156	
GN000009390	GNB3	0001740707;0002470121;ILMN_1731185;ILMN_2115336;ILMN_1745138	
GN000158660	NDST3	0000870647;ILMN_1801769	
GN000159830	ATPIF1	0000380195;0000520619;ILMN_1685978;ILMN_1727332	
GN000165287	OR4F6	ILMN_1697349	
GN000006336	ARIH1	0106020706;0003940059;ILMN_1776275;ILMN_1694219	
GN000163264	WDR36	0002760524;ILMN_1727184	
GN000161856	CCDC51	0006660347;ILMN_1799579	
GN000009519	LIN7C	0002850053;ILMN_1691849;ILMN_2184708	
GN000301819	MIR337	ILMN_3310663;ILMN_3308415	
GN000003793	PPM1D	0006110242;ILMN_1670875	
GN000049268	AMPD1	0006020601;ILMN_1759312	
GN000085628	GAPT	0002640193;ILMN_1675191;ILMN_3242271	
GN000199014	KIR3DX1	0105900402;0002940180;ILMN_1768819	
GN000050501	CNTN3	0000940037;ILMN_1717599	
GN000001158	USP8	0003360739;ILMN_1715188;ILMN_2094587	
GN000000369	GZF1	0002690487;ILMN_1763328	
GN000156500	SLURP1	0007050156;ILMN_1705080	
GN000007104	AURKC	0002320687;ILMN_1675376;ILMN_1721333;ILMN_2350296	
GN000076743	B9D2	0000360092;ILMN_1806999	
GN000111353	C9orf173	ILMN_1795673	
GN000163550	ISL2	0002850075;ILMN_1731086	
GN000159397	CARHSP1	0005080040;ILMN_1809477	
GN000058821	IL17C	0005890609;ILMN_1788109	
GN000085940	FBXL16	0000110082;ILMN_1697561	
GN000162813	LRRC46	0003140717;ILMN_1768818	
GN000116707	OR5B2	ILMN_1708772	
GN000050689	PSG2	0006200487;ILMN_2188141	
GN000003162	MAZ	ILMN_1677997;ILMN_1765640;ILMN_2295620;ILMN_2409793;ILMN_1720260	
GN000008192	TOB1	0006520161;ILMN_1672004	
GN000005471	RAP2A	0000070450;ILMN_1677404	
GN000043433	ARC	0002030368;ILMN_1711120	
GN000085621	TMEM154	0007040020;ILMN_1683494;ILMN_2088124;ILMN_1903326	
GN000062947	PCDHB10	0005550020;ILMN_2041483;ILMN_1723685	
GN000061273	CEP83	0005270066;ILMN_1799113;ILMN_2406716	
GN000540752	TTTY7	ILMN_2224454;ILMN_1810319	
GN000000868	RFC3	0000070253;0004590025;ILMN_1711381;ILMN_1784860	
GN000001626	PRDX5	0002340528;ILMN_1815024	
GN000043987	ZG16	0105700672;0005080044;ILMN_3249142;ILMN_1670376;ILMN_1739390;ILMN_2121774	
GN000050570	PHKG1	0004570070;ILMN_1682181	
GN000052014	HS3ST2	0001570632;ILMN_1712475	
GN000160848	HHIP	0005720010;0107100020;ILMN_1905863;ILMN_1675453;ILMN_2204215	
GN000162540	ZBTB45	0004780086;ILMN_1661484	
GN000159383	MORC3	0001090403;ILMN_1783702	
GN000081708	RHBDL3	ILMN_1716019	
GN000050584	PKHD1	0000050253;0004560193;0001400097;ILMN_1720034;ILMN_1701562;ILMN_1749579	
GN000052085	ATP6AP2	0006040152;ILMN_1677440	
GN000159663	VPREB3	0004760110;ILMN_1700147	
GN000087880	ZNF775	0006590592;0001570128;ILMN_1691702	
GN000079976	CCDC120	0006660180;ILMN_1714710;ILMN_1734031	
GN000007533	TBX6	0000430139;0000430736;ILMN_1692095;ILMN_1679958;ILMN_1763333;ILMN_1791147	
GN000163787	CDCA2	0002450390;0000540377;ILMN_1660654	
GN000003551	HBEGF	0005700288;ILMN_2121408	
GN000061985	HAUS4	ILMN_1771003	
GN000064936	GFRA4	0001980731;0004280039;ILMN_1779047;ILMN_1662378	
GN000116462	OR2Z1	0006110739;ILMN_1779406	
GN000160312	TBC1D22B	0002370446;ILMN_2123730;ILMN_1723475	
GN000199255	FAM74A1	0006770524;ILMN_1660168;ILMN_1753225	
GN000003820	SNAPC1	0001660497;ILMN_2093389;ILMN_1725346	
GN000547799	MIR99A	ILMN_3309179;ILMN_3308891	
GN000164799	ZFAND2A	0001580373;ILMN_1694671	
GN000162290	GSG2	ILMN_1709085	
GN000155574	MIR107	ILMN_3309779	
GN000087824	SLC26A11	0001580273;ILMN_1672930;ILMN_1739751	
GN000156605	ARHGAP6	0005050750;0006200373;0006200435;ILMN_1732641;ILMN_1673358;ILMN_1806655	
GN000160782	NSUN3	0007100746;ILMN_1676280	
GN000162086	DDHD1	0000940411;0005340347;ILMN_2208455;ILMN_1780306	
GN000085559	ZNF579	0002570603;ILMN_1761722	
GN000158530	SCARF1	0004060332;0004060438;ILMN_1724714;ILMN_2390946;ILMN_1777658	
GN000116582	OR52E6	0104850441;0003870139;ILMN_1784834	
GN000088023	PHYHD1	0104560133;ILMN_2183692;ILMN_1806924	
GN000164326	ARL10	0003120725;0004610184;ILMN_1774334;ILMN_1769168	
GN000160233	ASXL2	0000520154;ILMN_1910893;ILMN_1698968	
GN000000530	DSC1	0002060100;ILMN_1716179;ILMN_2402640;ILMN_1730284	
GN000050898	SLC1A6	0000670487;ILMN_2171471	
GN000085272	C10orf90	0003780400;ILMN_1680367	
GN000164840	CFAP100	0000460242;ILMN_1770493	
GN000006416	GOT2	0000050458;ILMN_1801348	
GN000156078	BTAF1	0002190288;ILMN_1791536;ILMN_1676842	
GN000165142	IER5L	0002570619;0103780193;ILMN_1755620	
GN001044553	CXorf49B	0000840452;ILMN_1661608;ILMN_1755795;ILMN_3238823;ILMN_3186408	
GN000297401	ZNF720	0004920253;0102690403;ILMN_1781720	
GN000158451	NAPB	0102630300;0006510372;ILMN_1698741;ILMN_2181125	
GN000076383	TNIP3	0000130059;0106980242;ILMN_1707591	
GN000002028	CNOT11	0003940181;ILMN_1708906	
GN000003944	NFE2L2	0001990333;0004560465;ILMN_1790909;ILMN_1696318	
GN000008345	FOXF1	0006370563;ILMN_1680973	
GN000614185	PATE4	0002630278;0103360010;ILMN_3262321	
GN000159680	SLC25A24	ILMN_1752639;ILMN_1665838;ILMN_1711838	
GN000540577	PRSS30P	0000050441;ILMN_1827177;ILMN_1770765	
GN000005045	FES	0000610301;ILMN_1693650	
GN000162952	SLX4IP	0000870551;ILMN_1715625	
GN000004984	CSF1	0002690411;ILMN_2302947;ILMN_1805930	
GN000160134	MRPL16	0006590497;ILMN_1730685	
GN000044029	ANOS1	0006940242;ILMN_1750373	
GN000063990	CHRDL1	0003450181;ILMN_1678233;ILMN_1724679;ILMN_2184231	
GN000228871	KRT42P	ILMN_3192430	
GN000085870	GIMAP7	0003780021;ILMN_1776678;ILMN_2133316	
GN000004442	IL13RA1	0006620576;ILMN_1768505	
GN000163474	NUDCD2	0004050450;ILMN_2048822;ILMN_1751589	
GN000157765	HNRNPH1	0005390161;0102570739;ILMN_1702273;ILMN_3246409;ILMN_2101928	
GN000540588	LRRC14B	0102650463;ILMN_2241252;ILMN_1814647;ILMN_1796264	
GN000158750	KIF1C	0006380632;ILMN_1796749	
GN000615160	IQCJ	ILMN_3234179	
GN000005044	FER	ILMN_1839051	
GN000786386	TSTD1	0102370452;ILMN_3234456;ILMN_3197097	
GN000124975	XKR9	ILMN_1733846	
GN000058664	PCDHB5	0001740441;ILMN_1814710	
GN000051013	VAMP7	0004280082;ILMN_1690524	
GN000087609	ANO4	0005130100;ILMN_2228215;ILMN_1745134	
GN000050822	RYR3	0000580114;ILMN_1749544;ILMN_1796455	
GN000087815	ZNF843	0000360400;ILMN_1780400;ILMN_3249372	
GN000297092	SEPT7P9	ILMN_1691402;ILMN_1716492	
GN000000523	DKC1	0000940452;ILMN_3241814;ILMN_1671257;ILMN_3240280	
GN000157942	NUBP1	0004050332;ILMN_1689342	
GN000228180	DENND1B	0000510575;0105220168;0000520092;ILMN_1862521;ILMN_1763654;ILMN_1789436	
GN000065033	TPK1	0003800139;ILMN_1804629;ILMN_2367063	
GN000125756	ZNF391	0001240056;ILMN_2167729	
GN000159701	ALG5	ILMN_1664449	
GN000001716	ERLEC1	0004280497;ILMN_1724376	
GN000049980	GRID1	ILMN_1701993	
GN000158904	SLC35B1	0005690315;ILMN_1727840	
GN000163409	CCDC7	0005910670;ILMN_1808835;ILMN_1768877	
GN000000630	HSD11B2	0102480309;0006940377;ILMN_1813350	
GN000000822	PRCC	0001770609;ILMN_1809818;ILMN_1802843	
GN000085516	LINC01600	0001230161;ILMN_1669639;ILMN_2220772	
GN000000872	RING1	0005670341;ILMN_1666399	
GN000078169	LOXL4	0006220176;ILMN_2179083;ILMN_1754174	
GN000078674	NCAPH2	0000870671;ILMN_1736005;ILMN_1712375	
GN000085877	CMYA5	0003870279;ILMN_1805765	
GN000043809	SBNO2	0003840739;0102640044;ILMN_1808811	
GN000614766	SPATA31D3	ILMN_3242663;ILMN_3269339;ILMN_1656779;ILMN_3186578	
GN000049290	APOC4	0004150082;ILMN_1765605	
GN000020759	NSMF	0002510537;ILMN_1665095	
GN000897829	PINLYP	0000360008;ILMN_3293681	
GN000001503	ABCB8	0002640692;ILMN_2102422;ILMN_1806676	
GN000083251	CCSAP	0002570044;ILMN_1699217	
GN000085683	SCUBE3	0000070154;ILMN_1659359	
GN000164293	ZNF683	0003170022;ILMN_1678238	
GN000116849	RBMY1E	ILMN_1806313	
GN000001925	WDR5B	0001050731;ILMN_1665622;ILMN_1660559	
GN000086020	NLRP5	0002340215;ILMN_3249687;ILMN_1669845	
GN000002210	ABCG8	0001570717;ILMN_1680309	
GN000063713	CSRP2BP	0004280017;0000360136;0000360706;ILMN_1690386;ILMN_1801907;ILMN_1742854;ILMN_1777168	
GN000010289	ZIC1	0001240593;0005360692;ILMN_1774005;ILMN_1745684	
GN000079241	C5orf30	0002030113;ILMN_1677292	
GN000296885	ZGRF1	0003190129;ILMN_1720266;ILMN_1754017	
GN000078952	CNDP1	0003360605;ILMN_1694653	
GN000085730	FAM133B	0000610373;ILMN_1777745	
GN000001256	TM9SF4	0004010446;ILMN_1674421	
GN000199314	SNORD18B	ILMN_1680179	
GN000156618	KCNMA1	0007000441;ILMN_1740508;ILMN_1794282;ILMN_2297765;ILMN_1688785	
GN000049433	CBLN1	0000510440;ILMN_1900282;ILMN_1912052;ILMN_1712461	
GN000160937	CHID1	0003290114;ILMN_2069615;ILMN_1804824	
GN000160241	IMP3	0000730398;ILMN_1894215;ILMN_1733696	
GN000159578	TCL6	0002060746;0001170739;ILMN_1777614;ILMN_2362809;ILMN_1813870;ILMN_1777439	
GN000160388	CMAS	0003710110;ILMN_1714082;ILMN_2125374	
GN000160594	RHBDD2	0002470408;ILMN_1809437;ILMN_2406410	
GN000009477	WWP1	0001340066;ILMN_1692092;ILMN_2215370;ILMN_1804328	
GN000116545	OR8K3	0005270050;ILMN_1808262	
GN000163688	MRFAP1L1	0003450161;ILMN_1693702;ILMN_1734064;ILMN_1764827;ILMN_1689774	
GN000162643	ZFP41	0006220364;0103130538;ILMN_1690490;ILMN_1767839	
GN000051287	KAT6A	0004230541;ILMN_2095840;ILMN_1692158	
GN000085598	DCP1B	0002760731;ILMN_1743992	
GN000302852	MIR599	ILMN_3308813;ILMN_3310103	
GN000003207	GADD45A	0004150025;ILMN_2052208	
GN000198875	MLLT1	0004570288;0006770484;ILMN_1706590	
GN000159360	ARHGEF4	0005340092;0002190100;0103990010;ILMN_2342282;ILMN_1666076;ILMN_3225795	
GN000000946	SSFA2	0001690706;ILMN_1742260	
GN000004645	CAP1	0002350086;ILMN_1880116;ILMN_1797604	
GN000064870	XPNPEP3	0003800270;ILMN_1659000;ILMN_2054928	
GN000062086	MED9	0003120487;ILMN_1794108;ILMN_1807371	
GN000157843	LCT	0003120605;ILMN_1749026;ILMN_2046073	
GN000051937	DNAJC6	0001850148;0103440253;ILMN_1696079;ILMN_2166543	
GN000199035	PSMB11	0004920008;ILMN_1797406;ILMN_1685093;ILMN_3235768	
GN000079234	SLAMF9	0004150204;ILMN_2227248;ILMN_1809428	
GN000159912	ERGIC3	ILMN_2359456;ILMN_1722182	
GN000077826	C11orf68	0006400072;ILMN_1757847	
GN000005070	FOXL1	0002760575;ILMN_1741692	
GN000063830	ZNF624	0004150093;ILMN_1670122;ILMN_2063687	
GN000004251	STAT3	0004120114;0006620273;ILMN_2410986;ILMN_1663618;ILMN_2401978	
GN000160880	OSBPL11	0005720450;ILMN_1687410	
GN000157378	BBS5	0000110025;ILMN_1711053;ILMN_3244300;ILMN_2299737	
GN000006901	COMMD1	0006840170;ILMN_1761242;ILMN_3306632	
GN000160139	C1orf56	0000610288;ILMN_1780268	
GN000087638	SVOPL	0003840020;ILMN_1754555	
GN000540772	DEFA1B	0000840519;ILMN_1679357;ILMN_2102721;ILMN_2165289;ILMN_1725661;ILMN_2193213	
GN000063912	CAMSAP3	0005690273;ILMN_2273609;ILMN_1809208	
GN000199348	MCFD2P1	ILMN_1660260	
GN000124511	C6orf222	ILMN_1839708;ILMN_1671087	
GN000004613	SRPK2	0100770278;0003390180;0000840044;ILMN_1695468;ILMN_1669215;ILMN_1657451	
GN000158030	PKP1	0006550068;ILMN_1721284;ILMN_1716424;ILMN_1663454	
GN000003115	VEGFA	ILMN_1693060;ILMN_2375879;ILMN_1803882	
GN000158133	BRD2	ILMN_1758918	
GN000091822	LMOD2	0100870181;0000460377;ILMN_1668451	
GN000058608	CFAP61	0004280465;ILMN_1684629	
GN000052131	RAMP3	0005720017;ILMN_2065745	
GN000156302	SASH1	0003840368;ILMN_1712673;ILMN_2185984	
GN000160231	KIRREL	0005050402;ILMN_1742781	
GN000050381	MYO1C	ILMN_2329165;ILMN_2250820;ILMN_1812616	
GN000157704	GPM6A	0003440021;0006370047;ILMN_2397646;ILMN_1716869;ILMN_1711312	
GN000001469	IL24	0004150133;0002260086;ILMN_2407799;ILMN_1774685;ILMN_1784323	
GN000127688	NANOS2	0001090538;ILMN_1694414	
GN000158947	DLC1	0000450133;0002510020;0002510341;ILMN_1729409;ILMN_1698020	
GN000085377	BHLHE22	0001230136;ILMN_1699585	
GN000158932	B3GALT5	0002940133;0103130131;ILMN_1848259;ILMN_2378654;ILMN_1800713	
GN000158089	PSMD13	0000130021;ILMN_2342121;ILMN_1704404	
GN000158827	OXSR1	ILMN_1811489	
GN000051587	RNF8	0003780161;0006980079;ILMN_1677113;ILMN_1863571;ILMN_1672178	
GN000078178	TXNDC2	0005690398;ILMN_1653607;ILMN_1658537;ILMN_1669460	
GN000006430	ATXN3	0002470605;0004150735;ILMN_1725696	
GN000085447	ZNF555	0002450154;ILMN_1736267	
GN000158908	POP7	0001340484;ILMN_1680091	
GN000007710	IL1A	0000870026;ILMN_1658483	
GN000003403	FRAT1	0002470471;0004150647;ILMN_1736180;ILMN_1781416;ILMN_3202976	
GN000116515	OR1L3	ILMN_1812850	
GN000049425	CAST	0006860551;0103190338;0006860594;0001780035;0002120164;0005270528;0000380632;ILMN_1874012;ILMN_1893590;ILMN_1694943;ILMN_2322806;ILMN_1783627;ILMN_1774674;ILMN_1768585;ILMN_1672947	
GN000002972	DLX3	0006760079;ILMN_1789357	
GN000163906	ELMOD2	0000780575;ILMN_1765159	
GN000003220	ATF3	0000050315;ILMN_1661109;ILMN_1799748;ILMN_2374865;ILMN_1791346	
GN000079848	SLC52A3	0000870368;ILMN_1740923	
GN000000802	PLP2	0006900537;ILMN_1738767	
GN000116514	OR4F3	0004850110;ILMN_3242693	
GN000004552	SMARCA2	0004670253;0004050400;ILMN_1791702;ILMN_1672419	
GN000158826	EXOG	0005390411;ILMN_1709747	
GN000156550	SIPA1L3	0002630139;ILMN_1765872	
GN000076269	C1orf115	0004210739;ILMN_1674817	
GN000199034	OR10P1	0003190397;ILMN_1759242	
GN000303340	MIR933	ILMN_3308550	
GN000003200	SFTPC	0105720048;ILMN_1753550;ILMN_2206949	
GN000003712	UBL4A	0006760095;ILMN_1742147	
GN000158595	WASL	0006040026;ILMN_1666004	
GN000062361	SYBU	0005910020;0102690040;ILMN_1738989	
GN000078147	C4orf17	0004060358;ILMN_1805730	
GN000085422	C16orf89	0006520687;ILMN_1676222	
GN000002115	CCNL1	ILMN_2094776;ILMN_1683129	
